0.0
None found
0.91
None found
0.9
None found
0.0
None found
None found
None found
None found
None found
None found
None found
None  of correct dimensions found
None found
None found
None found
None found
None found
None found
None found
None found
None found
1.58
None found
1.68
None found
None found
1.3
None found
0.0
0.93
None found
0.0
None found
0.0
None found
0.0
None found
None found
None found
None found
None found
0.0
None found
0.0
None found
None found
None found
None found
None  of correct dimensions found
None found
None  of correct dimensions found
None found
0.0
None found
None  of correct dimensions found
None found
1.08
None found
1.23
None found
None  of correct dimensions found
0.93
None found
0.0
None found
1.97
None found
0.98
None found
None found
1.01
None found
3.01
2.06
None found
1.01
None found
None found
1.86
None found
0.0
0.84
None  of correct dimensions found
1.68
None found
0.9
None found
3.72
None found
None found
None found
None found
None found
1.42
None found
None found
0.0
None found
None found
0.0
None found
None found
0.0
None found
0.0
None found
0.95
None found
0.0
None found
None found
None  of correct dimensions found
None found
None  of correct dimensions found
None found
None  of correct dimensions found
None found
0.0
1.01
None found
0.0
None found
0.0
None found
0.88
None found
None found
0.0
None found
0.0
1.03
None found
0.0
None found
2.66
None found
0.0
None  of correct dimensions found
None found
None found
None found
None found
None found
None found
None found
None found
None found
1.67
None found
0.0
1.44
None found
None  of correct dimensions found
None found
None found
None found
None found
None found
0.0
None found
1.07
None found
None found
None found
1.8
None  of correct dimensions found
None  of correct dimensions found
None found
None  of correct dimensions found
0.0
None found
None found
None found
None found
0.0
None found
0.0
None found
None found
None found
None found
None found
None found
1.86
None found
0.0
None found
None found
None found
None found
1.07
None found
1.04
None found
